id,Title,Description,Objective,Sector,Coordination Bodies,Status,Collaboration Type,Aid Type Categories,Finance Types,Total Commitment,Total Disbursement,Total Commitment USD,Total Disbursement USD,Transaction count,Filtered Commitment USD,Filtered Disbursement USD,Filtered Transaction count,Reporting Organisation,Financing,Extending,Implementing,Partner Ministry,State/Region,Township,Planned Start date,Planned End date,Actual Start date,Actual End date,Contact Name,Contact Phone,Contact Email,IATI Identifer,IATI Linked,IATI Sync
MM-FERD-ID3686,Palaung Women's Ledership School, Palaung Women's Ledership School ,,"Education, level unspecified",Education and TVET Sector Coordination Group,Implementation,Bilateral,Core contributions and pooled programmes and funds,Grant,36866,25111,50117.62,34350.16,9,50117.62,34350.16,3,Government of the Netherlands,Government of the Netherlands,,Palaung Women’s Organisation,,Nation-wide - 100.00%,,2013-12-01,2015-09-30,,,,,,,False,
MM-FERD-ID4619,Empowering Women and Enabling Access to Reproductive Health 2015,"Empowering women and enabling access to reproductive health, which will address gaps in reproductive and maternal health care services for women of reproductive age in estimated 13 villages of Bago Division (Bago West).  
 
(QZA-10/0953-673)
   
",,Reproductive health care,None,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions,Grant,335785,335785,42935.33,41264.2,9,42935.33,41264.2,3,Government of Norway,Government of Norway,,Kachin Baptist Convention,,Bago Region - 100.00%,,,,2015-01-01,2015-12-31,Cindy Patricia Robles,,,,False,
MM-FERD-ID0595,Swiss Secondment Protection Specialist ( UNHCR),"The conflict in Kachin State has displaced around 100,000 people since 2011. UNHCR and its national partners are working to ensure a response is delivered in all affected areas. As protection sector lead, and cluster lead for shelter, non-food items and camp management, UNHCR continues to promote the need for restoration/provision of civil documents for IDPs, support for host communities, and durable solutions when conditions allow IDPs to voluntarily choose whether to return or relocate, in safety and with dignity.",Strengthen the protection environment for individuals at risk among the displaced population and ensure the response capacity (preparedness) to meet basic humanitarian needs of newly conflict or disaster affected people across Kachin and northern Shan.,None,Social Protection and Disaster Management Sector Coordination Group,Implementation,Bilateral,Budget support,Grant,244000,0,251462.14,0,1,251462.14,0,1,Swiss Agency for Development and Cooperation,Swiss Agency for Development and Cooperation,,Swiss Agency for Development and Cooperation,,Kachin State - 100.00%,,2014-04-01,2015-03-31,2014-04-01,2015-03-31,Mr. Bernhard Huwiler,"+95 (0) 1 534754, 512873, 507089 ",bernhard.huwiler@eda.admin.ch,,False,
41304-1018,Strengthening Schools for Education for Sustainable Development,,,"Teacher training(50.00%),Primary education(50.00%)",Education and TVET Sector Coordination Group,Completion,Private sector outflow,Core contributions and pooled programmes and funds,Grant,250000,0,250000,0,1,250000,0,1,"United Nations Educational, Scientific and Cultural Organisation",XX - Other Private Grants/Donations,"United Nations Educational, Scientific and Cultural Organisation","United Nations Educational, Scientific and Cultural Organisation",Ministry of Education,Mandalay Region - 100.00%,Nyaung-U - 100.00%,2015-11-16,2017-12-31,2015-11-16,2018-01-31,Min Jeong Kim,,yangon@unesco.org,,False,
MM-FERD-ID8585,Support to OECD:Survey on Myanmar Businesses 2013,"The OECD and UNESCAP have recently completed the first phase of the Multi-Dimensional Review of Myanmar: Initial Assessment, in coordination with the Ministry of National Planning and Economic Development. The Multi-Dimensional Review, a comprehensive policy diagnostic tool, blends the strengths of proven and well-known OECD analytical instruments, tailored to the context of a multifaceted economy with multiple opportunities and challenges.","General situation, in particular on size, wages trends, legal structure and ownership, nationality, sectors of activity, line of business, age, geographic coverage, markets as well as turnover, profit and cost structure; Business environment (e.g., legal and regulatory framework, infrastructure, access to supplies, utilities, trade facilitation and industrial estates, relationship with the government); Degree of entrepreneurship; Sources of financing, access to credit and accounting practices, Innovation strategy and investment, including on organizational and managerial processes, technology and product development, production facilities, quality management, commercialization and collaboration among stakeholders;","Government and civil society, general",None,Completion,Bilateral,Budget support,Grant,39900,39900,41346.04,40679.04,9,41346.04,40679.04,3,Swiss Agency for Development and Cooperation,Swiss Agency for Development and Cooperation,,Swiss Agency for Development and Cooperation,Ministry of Planning and Finance,Nation-wide - 100.00%,,2013-11-01,2014-06-30,2014-12-15,2015-07-31,U Nay Myo Zaw,+95 1 534754,nay.myo.zaw@eda.admin.ch,,False,
GB-1-203601-103,Improving transparency and rule of law,,,Media and free flow of information,None,Completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions,Grant,26080,26079,41015.7,40287.48,9,41015.7,40287.48,3,UK - Department for International Development,UNITED KINGDOM| UK - Department for International Development,UK - Department for International Development,British Council,,Nation-wide - 100.00%,,2012-08-16,2013-09-30,2012-08-16,2013-09-30,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,,False,
MM-FERD-ID5577,Myanmar's Sovereign Wealth - towards people-centred national savings,"Support to a conference on the establishment of a national sovereign wealth fund for Myanmar. The intended outcome is ""increased understanding og  the options for a sovereign wealth fund among abroad range of groups in government, civil society and industry"".",,Public finance management,None,Completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Core contributions and pooled programmes and funds,Grant,500000,471776,63132.47,58676.63,4,63132.47,58676.63,2,Government of Norway,Government of Norway,,Spectrum Sustainable Development Knowledge Network,,,,2015-07-01,2015-12-31,2015-07-01,,Harald Walter Mathisen,,,,False,
MM-FERD-ID6607,Delivering Maternal and Child Health Through Community Action on HIV and AIDS,"This project aims to help the International HIV/AIDS Alliance reach the most vulnerable and most-at-risk populations while creating a series of entry points to maternal, sexual, reproductive and child health services, and promote a continuum of care for beneficiaries. The Alliance expects to reach 3.1 million individuals, prioritizing work with women and girls in generalized epidemics. In all settings, the Alliance aims to support vulnerable children and young people through family-centered care and support activities. It seeks to support 1,600 community-based organizations in obtaining the technical and organizational skills to deliver sustainable, integrated, quality programming. It aims to support countries to help form engaged inclusive societies, and create associate alliance that can document and share good practices on ensuring better outcomes for mothers and children, using HIV as an entry point.","This project aims to help the International HIV/AIDS Alliance reach the most vulnerable and most-at-risk populations while creating a series of entry points to maternal, sexual, reproductive and child health services, and promote a continuum of care for beneficiaries. T",STD control including HIV/AIDS,None,Post-completion,,Core contributions and pooled programmes and funds,,60182,60182,60182,60182,4,60182,60182,2,Global Affairs Canada,Global Affairs Canada,,International HIV/AIDS Alliance,,,,2012-03-22,2013-03-31,2012-03-22,2013-03-31,Aye Myat Thanda,01-384805,ayemyat.thanda@international.gc.ca,,False,
GB-1-202393-101,Civil society programme design,,,Democratic participation and civil society,None,Implementation,Bilateral,Project-type interventions,Grant,14981,0,24041.84,0,25,24041.84,0,5,UK - Department for International Development,UNITED KINGDOM| UK - Department for International Development,UK - Department for International Development,Social Development Direct Ltd,,,,2011-07-01,2016-03-31,2011-07-01,,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,,False,
MM-FERD-ID4431,Support populations affected by the violence through the strengthening of displacement management practices and camp management,"To contribute to improved capacity and coordination of humanitarian assistance provision within IDP camps in Rakhine and Kachin States, through the strengthening of Camp Management Agencies capacities
","To contribute to improved capacity and coordination of humanitarian assistance provision within IDP camps in Rakhine and Kachin States, through the strengthening of Camp Management Agencies capacities
",None,None,Implementation,Multilateral,Core contributions and pooled programmes and funds,,240000,0,240000,0,1,240000,0,1,International Organisation for Migration,Humanitarian Aid Office of the European Commission,,International Organisation for Migration,"Ministry of Social Welfare, Relief and Resettlement",Kachin State - 50.00% | Rakhine State - 50.00%,,2015-04-01,2016-01-31,2015-04-01,2016-01-31,Kieran Gorman-Best,+95 1 210588 ext. 5001,iomyangon@iom.int,,False,
MM-FERD-ID7997,Protection of Natural Resources and Indigenous Land Rights in Kayah State (2015.3229.0),2015.3229.0 - Protection of Natural Resources and Indigenous Land Rights in Kayah State,,General environmental protection,None,Completion,Bilateral,Core contributions and pooled programmes and funds,Grant,54000,54000,59350.7,59350.7,4,59350.7,59350.7,2,Government of Germany,Government of Germany,,German Catholic Bishops’ Organisation for Development Cooperation,Ministry of Planning and Finance,Kayah State - 100.00%,,2015-08-01,2016-07-31,2015-08-01,2016-07-31,,,,,False,
GovGER-7692,improvement of product and production quality in textile industry,,,"Textiles, leather and substitutes",None,Completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Core contributions and pooled programmes and funds,Grant,180000,0,236054.12,0,1,236054.12,0,1,Government of Germany,Government of Germany,,XX - OTHER,,Nation-wide - 100.00%,,,,2013-07-18,2015-09-01,,,,,False,
MM-FERD-ID1941,Telecommunication development,"Telecommunication development
",,Information and communication technology (ICT),None,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Budget support,Grant,471000,450332,60392.65,57273.21,4,60392.65,57273.21,2,Government of Norway,Government of Norway,,Indonor AS,,Nation-wide - 100.00%,,2014-10-28,2015-12-31,2015-04-24,2015-12-31,Sven Neumann Rambøll,,,,False,
MM-FERD-ID7040,Programme Elaboration for Local Governance Development,"Switzerland pursues an integrated approach to governance and service delivery at sub-national level by addressing health, social services and local governance under one single domain. This is also reflected in the domain’s objective as per the Cooperation Strategy:

“Disadvantaged people in rural communities, including conflict-affected and vulnerable populations, have access to better social infrastructures and services and are enabled to hold local governments accountable for these services”

The empowerment dimension is reaffirmed in the outcome statement for local governance: 
“Citizens, in particular women and vulnerable groups, can voice and address their needs, exercise their rights and participate in local decision making”.

The financial volume foreseen for the local governance portfolio will increase from CHF 1 Mio in 2014 to CHF 3.5 Mio in 2017.","The main purpose of the mission is to provide SDC with comprehensive information on challenges and opportunities in local governance in selected areas in southeast Myanmar based on the current state of the peace and decentralization process. The assessment shall also provide recommendations for SDC for strategic interventions in local governance in focus areas of the southeast in order to consolidate Myanmar’s peace process, contribute to the decentralization reform agenda and promote the country’s democratic transition

Potential strategic areas of engagement include, but are not limited to: service delivery, capacities of sub-national administrations, capacities of citizens to participate in local governance process and hold duty bearers accountable, community-based NR management, land governance and promotion of good governance.","Government and civil society, general",None,Completion,Bilateral,Budget support,Grant,52246,52246,59202.13,57497.16,4,59202.13,57497.16,2,Swiss Agency for Development and Cooperation,Swiss Agency for Development and Cooperation,,Swiss Agency for Development and Cooperation,,Kayin State - 50.00% | Mon State - 50.00%,,2014-03-03,2014-06-03,2014-03-03,2014-07-31,U Thet Win Aung,+ 95 1 534754 Ext 205,thet.win.aung@eda.admin.ch,MM-FERD-ID7040,False,
MM-FERD-ID5374,MYA6028 - Establishing a National Secondary Standards Dosimetry Laboratory (Phase I),To improve dosimetric accuracy in various fields of radiation dosimetry and to foster the safe use of every application of radiation technology in Myanmar through establishment of a National Secondary Standard Dosimetry Laboratory in accordance with relevant IAEA Safety Standards and guidance and following the methodology and essential elements of Thematic Safety Area (TSA -1).,To improve dosimetric accuracy in various fields of radiation dosimetry and to foster the safe use of every application of radiation technology in Myanmar through establishment of a National Secondary Standard Dosimetry Laboratory in accordance with relevant IAEA Safety Standards and guidance and following the methodology and essential elements of Thematic Safety Area (TSA -1).,Medical research,Statistical Quality Development Group,Implementation,Multilateral,Experts and other technical assistance,Grant,48600,18044,55129.32,21832.27,9,55129.32,21832.27,3,International Atomic Energy Agency,International Atomic Energy Agency,,International Atomic Energy Agency,"Ministry of Industry| Ministry of Health and Sports| Ministry of Electricity and Energy| Ministry of Agriculture, Livestock and Irrigation",Nation-wide - 100.00%,,2014-01-01,2015-12-31,,,"LEE, Ho-Seung",+43-1-2600-22408 ,H.Lee@iaea.org ,,False,
MM-FERD-ID108,Support for Trade Policy Development,"To provide policy advice on trade policy reforms in support of reintegration with global markets. The areas to be covered are (i) trade policy development, and (ii) trade facilitation.",,Trade policy and administrative management,Macroeconomic Management Sector Coordination Group,Completion,Multilateral,Experts and other technical assistance,Grant,225000,0,225000,0,1,225000,0,1,Asian Development Bank,Asian Development Bank,,Ministry of Commerce,Ministry of Commerce,Nation-wide - 100.00%,,2013-07-16,2013-11-30,,,Mr. Kelly Bird,,kbird@adb.org,,False,
MM-FERD-ID1232,Strengthening Civil Society Participation ADB-Financed Operations,"This TA aims to produce an ADB Myanmar Consultation and Participation (C&P) plan which will help clarify to both ADB and the Government of Myanmar what the role of Civil Society Organizations (CSOs) can be, what the roles and relationships will be among development partners, the Government, CSOs, and where opportunities for collaboration may exist. ","The C&P Plan developed under this TA will examine opportunities in developing sector analytics and programming, as well as understanding how civil society could play a role in achieving the reforms the Government envisions.",Democratic participation and civil society,Health Sector Coordination Group,Completion,Multilateral,Experts and other technical assistance,Grant,225000,0,225000,0,1,225000,0,1,Asian Development Bank,Asian Development Bank,,Asian Development Bank,Ministry of Planning and Finance,Nation-wide - 100.00%,,2013-01-01,2014-12-31,,2015-03-31,Ms. Elaine Thomas,,ethomas@adb.org,,False,
MM-FERD-ID1235,Improving Fiscal Revenue Mobilization,"This TA provides policy advice on tax policy public debt management. The TA has two components: (i) the tax policy and administration support component, and (ii) the public debt management component. The first component will focus on amendments to the tax code, revenue improvement and tax administration reforms. The second component will focus on organizing the back office functions of the MOFR providing guidance on establishing middle and front office functions.","The TA focused on  providing  support  in  three  main  areas:  (i)  tax  policy  and  administration,  (ii)  public  debt  management,  and  (iii) capacity  development  of  the  central  bank.",Public sector financial management,Macroeconomic Management Sector Coordination Group,Completion,Multilateral,Experts and other technical assistance,Grant,225000,0,225000,0,1,225000,0,1,Asian Development Bank,Asian Development Bank,,Ministry of Planning and Finance,Ministry of Planning and Finance,Nation-wide - 100.00%,,2012-08-16,2013-08-31,2012-08-16,2013-11-30,Mr. Thatha Hla,+63 2 632 4444,thla@adb.org,,False,
MM-FERD-ID1246,Support for Improving the Business Climate,"The TA will (i) undertake diagnostics of the current company registration system and procedures, and assist DICA in upgrading the business registry information management system at DICA and two pilot offices, and (ii) policy capacity development through roundtable discussions covering selected economic policy areas. ","The TA will assist to (i) better inform ADB’s understanding of sector constraints, (ii) help the government in crystalizing the reform agenda in the sector going forward, and (iii) determine the scope for possible future ADB assistance to the sector.",Business support services and institutions,"Macroeconomic Management Sector Coordination Group(50.00%),Job Creation Sector Coordination Group(50.00%)",Completion,Multilateral,Experts and other technical assistance,Grant,225000,0,225000,0,1,225000,0,1,Asian Development Bank,Asian Development Bank,,Ministry of Planning and Finance,Ministry of Planning and Finance,Nation-wide - 100.00%,,2012-09-01,2013-06-30,,2014-02-28,Thatha Hla,,thla@adb.org,,False,
France-5470,CBU 1004 (PlaNet Finance) : Development of enterprises and savings and credit cooperatives in the State of Kayin,,"The project's main partner, the Community Development Association (CDA), has strengthened its capacities and can provide training on cooperative training and provide technical assistance to develop and strengthen entrepreneurship in order to unlock the economic potential of rural households Low-income areas in conflict-affected areas (Kayin State as target area).",Support to national NGOs,None,Implementation,Bilateral,Project-type interventions,Grant,170000,0,224025.26,0,1,224025.26,0,1,Government of France,Agence Française de Développement,Agence Française de Développement,Positive Planet,,Kayin State - 100.00%,,2013-12-21,2016-12-31,2013-06-26,,Ghislain RIEB,,riebg@afd.fr,,False,
MM-FERD-ID1106,"Strengthening HIV prevention among youth, including young key affected populations, in Myanmar ","The programme objective is to reduce transmission of HIV among young people, including young key affected populations (YKAP), through strengthened prevention efforts addressing sexual risk-taking, drug use, and gender inequalities.",,Basic health care,Health Sector Coordination Group,Completion,,Project-type interventions,Grant,222700,0,222700,0,1,222700,0,1,"United Nations Educational, Scientific and Cultural Organisation",Joint United Nations Programme on HIV/AIDS,"United Nations Educational, Scientific and Cultural Organisation","United Nations Educational, Scientific and Cultural Organisation",Ministry of Education,Nation-wide - 100.00%,,2012-01-01,2013-12-31,,,Sardar Umar Alam ,99 1 542910,su.alam@unesco.org,,False,
MM-FERD-ID972, Empowering youth for HIV prevention and response in Myanmar,"This activity aims to design and implement a capacity building program for young people from key populations to advocate for policy and legal reform, to reduce stigma and discrimination and to provide SRH information and referral to health and legal services to their peers through networks or self-help groups. It also supports i) to undertake policy dialogues on the importance of engaging and addressing the needs of young key populations as well as strengthening national capacity to address these needs; ii) to promote comprehensive sexuality education (SRH) program through multiple channels including university students in selected areas; young key populations and young women and girls. ",,"Health, general",Health Sector Coordination Group,Implementation,,Project-type interventions,Grant,222700,0,222700,0,1,222700,0,1,"United Nations Educational, Scientific and Cultural Organisation",Joint United Nations Programme on HIV/AIDS,"United Nations Educational, Scientific and Cultural Organisation","United Nations Educational, Scientific and Cultural Organisation",Ministry of Education| Ministry of Health and Sports,Nation-wide - 100.00%,,2014-01-01,2016-12-31,,,Sardar Umar Alam ,99 1 542910,su.alam@unesco.org,,False,
MM-FERD-ID7597,NSSA Study Tour: Mandate to KEK-CDC consultants,"The NSSA is the Myanmar institution under the MoLESS which has the functions and responsibilities linked to setting skills standards and training, to set up skills assessment and develop the certification system that will support the currently rapid expanding economy. NSSA is working in close coordination with the private sector in committees, in order to ensure that skills standards and certificates correspond to the industry demand for skilled labour. One of the components of SDC's support in the Employment and Skills Development Domain is the institutional strengthening and support to the immense new tasks of the NSSA. This study tour led mainly by GIZ will make the NSSA. This study tour led mainly by GIZ will make the NSSA technical personnel and committees familiar with a number of working procedures and standards in Switzerland and Germany.","Through learning from international and EI-wide Promising Practices in Switzerland and Germany, the objective of the Study Tour program is to gain specific knowledge and technical expertise in the area of skills and training standard, skills assessment and certification processes and system development from the countries visited. The focus of the program is mainly on the following sectors: hotel and tourism, metal and engineering, construction and woodworking, agriculture.
The preparation and implementation of the Study Tour program is mandated to KEK-CDC consultants, Zurich, Switzerland.",Vocational training,None,Completion,Bilateral,Budget support,Grant,52280,52280,56227.09,53149.09,4,56227.09,53149.09,2,Swiss Agency for Development and Cooperation,Swiss Agency for Development and Cooperation,,KEK-CDC Consultants,Ministry of Hotels & Tourism,Nation-wide - 100.00%,,2015-06-03,2015-06-30,2015-06-03,2015-06-30,U Nay Myo Zaw,+ 95 1 534754,<Nay.Myo.Zaw@eda.admin.ch>,,False,
MM-FERD-ID0968,Myanmar Development and Mobilisation of Civil Society,"Planning, Monitoring, Evaluating/Reporting and Financial Management Improvement for partners implemented programs.",,Democratic participation and civil society,None,Completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions,Grant,378000,341383,61646.66,45914.56,4,61646.66,45914.56,2,Government of Norway,Government of Norway,,Norwegian Church Aid,,,,,,2014-01-01,2015-12-31,Cindy Patricia Robles,,,,False,
GovGER-7757,Establishment of a Environmetal Education Centre (bengo-Nr: b6489),,,Environmental education/ training,None,Completion,Bilateral,Core contributions and pooled programmes and funds,Grant,49499,49499,53747.12,53747.12,4,53747.12,53747.12,2,Government of Germany,,,XX - Local NGOs and Civil Society Groups,,Kachin State - 100.00%,,,,2016-01-01,2016-12-31,,,,,False,
MM-FERD-ID1059,Mine Risk Education Southeast Myanmar,"Mine Risk Education provided by local organizations in Myanmar has increased the knowledge of landmines and changed attitudes and behaviour towards landmines and other ERW of the people living in the target areas. 

Information on the humanitarian effects of landmines in the communities has been gathered enabling prioritization of future clearance and other humanitarian efforts.",,None,Social Protection and Disaster Management Sector Coordination Group,Implementation,Bilateral,Core contributions and pooled programmes and funds,Grant,194966,0,212199.11,0,1,212199.11,0,1,Swiss Agency for Development and Cooperation,Swiss Agency for Development and Cooperation,,Danish Church Aid,"Ministry of Social Welfare, Relief and Resettlement",Nation-wide - 100.00%,,2012-12-15,2013-12-31,2012-12-15,,Daw Ei Hnin Phyu Tun,"01-507089, 534754, 512873 Ext: 314",maei.hnin@eda.admin.ch,,False,
MM-FERD-ID0111,AICS AID 9932 - Humanitarian demining to facilitate economic recovery in the Region,local population living in contaminated areas,"1. To encourage appropriate behaviour of people living in areas at high risk of mines contamination.

2. Providing appropriate care to victims of accidents with mines and improve their living conditions through socio-economic reintegration.",Removal of land mines and explosive remnants of war,None,Pipeline/identification,Bilateral,Project-type interventions,Grant,164000,0,212136.26,0,1,212136.26,0,1,Government of Italy,Government of Italy,,,,Nation-wide - 100.00%,,,,,,Maurizio Di Calisto,01 538730,yangon.cooperazione@esteri.it,,False,
MM-FERD-ID1890,Provision of Education Equipments,Provision of Education Equipments,Provision of Education Equipments,None,Education and TVET Sector Coordination Group,Implementation,Bilateral,Project-type interventions,Grant,212000,0,212000,0,1,212000,0,1,Government of China,,,,,,,2014-09-09,2014-09-10,2014-09-09,2014-09-10,,,,,False,
MM-FERD-ID992,Dawn of Change,The project will implement 2 activities production and distribution of weekly journal and edutainment TV drama Series. The proposed project activities are the natural expansion of the well established edutainment media production of YNMG and complimenting each other,"-To inform the audiences about knowledge of livelihood, health and civic education massages. 
-To promote positive behavior changes among the audiences
-To encourage people in decision making process in their society
-To raise awareness and discussion among the peers on the issues presented by the project",Communication,None,Completion,Bilateral,Core contributions and pooled programmes and funds,Grant,300000,300000,52414.26,52414.26,4,52414.26,52414.26,2,Government of Denmark,Government of Denmark,Yangon Network Media Group,Yangon Network Media Group,Ministry of Information,Nation-wide - 100.00%,,2011-12-14,2013-03-31,2011-12-14,2013-03-31,Michael Lynn,+95 1 513 099,burmesedrama@gmail.com,,False,
MM-FERD-ID2792,AIT Scholarships for Myannmar addendum,"Addendum to ensure that all 34 remaining students from Myanmar  under BUR-12-0005 can graduate.
",,Post-secondary education,None,Completion,,Scholarships and student costs in donor countries,Grant,450000,450000,51959.02,51811.14,4,51959.02,51811.14,2,Government of Norway,Government of Norway,,,Ministry of Foreign Affairs,Nation-wide - 100.00%,,2015-12-02,2017-06-15,,,Chatri Moonstan,,,,False,
MM-FERD-ID8891,AIT Scholarships for Myannmar addendum,Addendum to ensure that all 34 remaining students from Myanmar  under BUR-12-0005 can graduate,,Post-secondary education,Education and TVET Sector Coordination Group,Completion,Multilateral,Scholarships and student costs in donor countries,Grant,450000,450000,51811.14,51811.14,4,51811.14,51811.14,2,Government of Norway,,,Asian Institute of Technology,"Ministry of Labour, Immigration and Population",Nation-wide - 100.00%,,2015-12-02,2016-12-31,2015-12-15,,"Moonstan, Chatri",+4723957456,chatri.moonstan@mfa.no,,False,
MM-FERD-ID6021,The Grant Assistance for Japanese NGO Projects (2013 Micro Finance),The purpose of the scheme is to provide funds to Japanese NGOs to implement social and economic development projects in Myanmar.,,Banking and financial services,Agriculture and Rural Development Sector Coordination Group,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Core contributions and pooled programmes and funds,Grant,5031984,5031984,53795.18,48787,4,53795.18,48787,2,Government of Japan,Government of Japan,,XX - Japanese NGOs,,Mandalay Region - 100.00%,,2013-04-01,2015-03-31,2013-04-01,,Economic & ODA Section ,01-549644~8 ,eco@yn.mofa.go.jp ,,False,
MM-FERD-ID1056,Emergency Health Response for Cyclone Giri Victims in Rakhine State,"To reduce the disease burden and vulnerability related to communicable diseases including malaria and highly infectious diseases like diarrhea and cholera by facilitating access to diagnosis and treatment to victims of the cyclone Giri, rehabilitate destroyed rural health structures and enchance the capacity of the Basic Health Staffs.",,Multisector aid for basic social services,Health Sector Coordination Group,Completion,Bilateral,Core contributions and pooled programmes and funds,Grant,205094,0,204524.81,0,1,204524.81,0,1,Swiss Agency for Development and Cooperation,Swiss Agency for Development and Cooperation,,International Organisation for Migration,Ministry of Health and Sports,Rakhine State - 100.00%,,2010-12-01,2011-11-30,2010-12-01,2011-11-30,Daw Ei Hnin Phyu Tun,"01-507089, 534754, 512873 Ext: 314",maei.hnin@eda.admin.ch,,False,
MM-FERD-ID5859, BAN KDHW 2012-13 , Building Capacity of Karen Health Workers for Mental Health Care,,None,Health Sector Coordination Group,Implementation,Bilateral,Core contributions and pooled programmes and funds,Grant,17104,13826,22248.29,17928.13,25,22248.29,17928.13,5,Government of the Netherlands,Government of the Netherlands,,Karen Department of Health and Welfares,Ministry of Health and Sports,Nation-wide - 100.00%,,2012-12-01,2014-12-31,,,,,,,False,
DK-1-2975,Support to The Study of the United Nations Secretary-General's Good Offices on Myanmar,"The UN Secretary-General, through his ‘Good Offices’, has played a key role in the international community’s response to Myanmar’s internal conflicts since the early 1990s. This role has been mandated by UN member states in annual UNGA resolutions on Myanmar (1993-2015, 2017) and has been implemented, primarily, by a succession of special envoys/advisers. 

The earlier phases of the Good Offices were detailed and evaluated in a monograph authored by the lead researchers on the present project and published by the International Peace Institute: Anna Magnusson (aka Sofia Busch) and Morten B. Pedersen, A Good Office? Twenty Years of UN Mediation in Myanmar (New York: IPI, 2012). There has, however, been no in-depth analysis of the latest period under UNSG Ban Ki-moon and his Special Adviser on Myanmar, Vijay Nambiar (2010-2016). Little information is publicly available about the activities undertaken under the Good Offices during this time, how these were received locally in Myanmar, or what impact they had on political developments there. This leaves a major gap in the understanding of a key international policy instrument, even as UNSG António Guterres prepares to appoint a new special envoy. Such analysis lacking, there’s a great risk that mistakes will be made, opportunities missed, and unrealistic expectations held in the next phase.

Improved knowledge and understanding of UN mediation in Myanmar from 2010-2016 is critically important for the UN and its member states, as well as the main actors inside Myanmar and the broader policy community, for several reasons: 

First, this period (2012-2016) has seen major changes in both the Myanmar and international political landscape, presenting new opportunities and challenges for the Good Offices. Lessons learned from earlier periods are therefore less likely to apply in any direct form and need to be revisited in light of the developing situation. 

Secondly, after significant progress on national reconciliation in the earlier part of this period, new crises have developed that now threaten to derail the overall transition toward peace, democracy and broad-based development. This has significantly raised the stakes involved for everyone concerned with the future of Myanmar and put a premium on informed policy debate in the months and years ahead.

Thirdly, while the UN – including, but not limited to the UNSG’s Good Offices – has faced unprecedented criticism for its handling of these new crises, both from within and outside the organisation, there has been little attempt so far to fully and systematically consider whether alternative strategies were available at the time – or are available moving forward.

This project aims to strengthen UN mediation in Myanmar’s internal conflicts in the years ahead by improving knowledge, understanding and debate about past efforts, specifically the efforts of UNSG Ban Ki-Moon and his Special Adviser on Myanmar, Vijay Nambiar, from 2010-16. This will be achieved by undertaking – and disseminating – a detailed and in-depth analysis of the UNSG’s Good Offices during this period, including how it was conceived and executed, how it fitted within the broader policies of the UN and its member states, how it was received within Myanmar and affected the home-grown effort of national reconciliation, and what lessons can be learned for future UN mediation in Myanmar (and beyond).","The overall objective of the project is to contribute to peace and reconciliation in Myanmar by improving knowledge and understanding of the UNSG’s Good Offices from 2010-16 and promoting informed reflection and debate within the UN, as well as among Myanmar actors and the broader international policy community, about international engagement in Myanmar.",Participation in international peacekeeping operations,Joint Coordination Body for Peace Process Funding,Implementation,Bilateral,Project-type interventions,Grant,400000,200000,66943.89,33204,4,66943.89,33204,2,Government of Denmark,Government of Denmark,,XX - Local NGOs and Civil Society Groups,Myanmar Peace Centre,Nation-wide - 100.00%,,2018-03-01,2018-12-31,2018-03-01,,U Thant House Trust,+95-9775726717,sofia.uthanthouse@gmail.com,,False,
CH-4-2348,MYA:NRC_Emergency Relief_IDP_Kayin State,,Emergency Relief,Material relief assistance and services,Social Protection and Disaster Management Sector Coordination Group,Implementation,Bilateral,Budget support,Grant,50000,50000,50000,50000,4,50000,50000,2,Swiss Agency for Development and Cooperation,Swiss Agency for Development and Cooperation,Swiss Agency for Development and Cooperation,Norwegian Refugee Council,Swiss Agency for Development and Cooperation,Kayin State - 100.00%,,2016-05-05,2016-12-31,2016-05-05,2016-12-31,Weiersmüller Martin EDA WEIMA,01507089,martin.weiersmueller@eda.admin.ch,,False,
MM-FERD-ID1105,"Education for Peace and Development in Northern Rakhine State, Myanmar",,,Education policy and administrative management,Education and TVET Sector Coordination Group,Completion,,Project-type interventions,Grant,200000,0,200000,0,1,200000,0,1,"United Nations Educational, Scientific and Cultural Organisation",Government of Belgium,,"Center for Diversity and National Harmony| United Nations Educational, Scientific and Cultural Organisation",Ministry of Education,Rakhine State - 100.00%,,2013-10-01,2016-12-31,2013-10-01,2017-03-31,Min Jeong Kim,99 1 542910,mj.kim@unesco.org,,False,
